dataset,distinctive_for,rank,feature_idx,honest_mean,deceptive_mean,difference,ratio,feature_label
instructed-deception,honest,22,41232,0.878632128238678,0.4713565409183502,-0.40727558732032776,0.5364663004875183,Connecting phrases that add detail or specificity to explanations
instructed-deception,honest,23,27245,0.7131413221359253,0.317139595746994,-0.3960017263889313,0.4447079300880432,The assistant should maintain friendly engagement and show interest in the conversation
instructed-deception,honest,24,3315,0.7884036302566528,0.39414215087890625,-0.3942614793777466,0.49992433190345764,Sensationalist news article writing style
instructed-deception,honest,25,57701,0.5509948134422302,0.1681973785161972,-0.3827974200248718,0.3052612841129303,The introduction of methodologies or optimal approaches to achieve goals
instructed-deception,honest,26,33929,0.8019388914108276,0.4196412265300751,-0.38229766488075256,0.5232833027839661,Copula verbs (forms of 'to be') in descriptive statements
instructed-deception,honest,27,25062,1.3098810911178589,0.9280659556388855,-0.3818151354789734,0.7085115909576416,Assistant's turn transitions in multi-turn conversations
instructed-deception,honest,28,59156,0.9126257300376892,0.53105628490448,-0.38156944513320923,0.5818992853164673,Complex explanatory sentence construction using formal language
instructed-deception,honest,29,18316,1.3780747652053833,0.9965159893035889,-0.38155877590179443,0.7231218814849854,Examples of manipulative prompts shown to teach the AI about harmful content
instructed-deception,honest,30,20947,1.8390142917633057,1.457594633102417,-0.38141965866088867,0.792595624923706,Psychiatric evaluation terminology and assessment categories
instructed-deception,honest,31,42834,0.8282310962677002,0.4487346112728119,-0.3794964849948883,0.5417987704277039,Whimsical or nonsensical narrative content
instructed-deception,honest,32,34546,1.4396381378173828,1.0628069639205933,-0.37683117389678955,0.7382459044456482,Summary statements requiring factual verification
instructed-deception,honest,33,13215,0.8967586159706116,0.5212259292602539,-0.37553268671035767,0.5812332630157471,Dramatic internal monologues and theatrical asides in character writing
instructed-deception,honest,34,64434,1.013166904449463,0.6408591866493225,-0.3723077178001404,0.632530689239502,Articles and conjunctions in physical descriptions
instructed-deception,honest,35,8939,1.1771180629730225,0.8066818714141846,-0.3704361915588379,0.6853024363517761,Transitional phrases in positive recommendations and reviews
instructed-deception,honest,36,11790,1.054652214050293,0.6863121390342712,-0.36834007501602173,0.6507473587989807,The assistant is pretending to give anti-hypnosis training that actually makes people more susceptible
instructed-deception,honest,37,60067,2.103649854660034,1.7368793487548828,-0.36677050590515137,0.8256503939628601,The assistant needs to maintain professional boundaries and reject inappropriate requests
instructed-deception,honest,38,41630,0.9843100905418396,0.6204224228858948,-0.3638876676559448,0.6303119659423828,Connecting words in cumulative technical descriptions
instructed-deception,honest,39,23440,1.9914124011993408,1.6280113458633423,-0.36340105533599854,0.8175159096717834,Syntactical sugar in programming languages
instructed-deception,honest,40,23017,0.8206180334091187,0.45899859070777893,-0.3616194427013397,0.5593327879905701,Complex sentence construction and academic discourse markers
instructed-deception,honest,41,47075,1.0919675827026367,0.7305775284767151,-0.36139005422592163,0.6690468788146973,The assistant explaining its limitations and capabilities
instructed-deception,honest,42,4366,0.7356623411178589,0.3818969428539276,-0.3537653982639313,0.5191198587417603,Professional occupations and institutional workplaces
instructed-deception,honest,43,5079,1.6521782875061035,1.2986376285552979,-0.35354065895080566,0.7860154509544373,"Definitional or descriptive statements, especially those using 'is a' or similar constructions"
instructed-deception,honest,44,47388,0.8687166571617126,0.5159298181533813,-0.3527868390083313,0.5938988327980042,Detailed personification in fiction
instructed-deception,honest,45,61578,0.6018651127815247,0.2511097490787506,-0.35075536370277405,0.4172193109989166,Linguistic markers of disagreement and attempted persuasion in dialogue
instructed-deception,honest,46,16576,1.1687424182891846,0.8206449747085571,-0.34809744358062744,0.702160656452179,Phrases describing processes for achieving goals or transformation
instructed-deception,honest,47,18225,1.4313660860061646,1.0837507247924805,-0.3476153612136841,0.7571443319320679,Connecting related ideas or items in a sequence
instructed-deception,honest,48,19744,1.1764264106750488,0.8326593637466431,-0.34376704692840576,0.707787036895752,Code formatting and syntax highlighting tokens
instructed-deception,honest,49,54307,1.6266168355941772,1.2847278118133545,-0.34188902378082275,0.7898159027099609,Auxiliary verbs in formal professional writing
instructed-deception,honest,50,49538,0.7810395359992981,0.44510290026664734,-0.33593663573265076,0.56988525390625,Descriptive relationship constructions using linking verbs and articles
