dataset,class,rank,feature_idx,mean_activation,feature_label
insider-trading,deceptive,15,59268,3.119675636291504,User requests requiring content moderation or careful handling
insider-trading,deceptive,16,25864,3.0983288288116455,System configuration headers that set conversation context
insider-trading,deceptive,17,414,3.085599899291992,Instructions to avoid repeating content in responses
insider-trading,deceptive,18,1239,3.050527811050415,The user's turn to speak in a multi-turn conversation
insider-trading,deceptive,19,26784,3.0350117683410645,July in system date headers
insider-trading,deceptive,20,22026,3.034769058227539,Knowledge cutoff date marker in system context
insider-trading,deceptive,21,11977,3.0197582244873047,End of message token in chat format
insider-trading,deceptive,22,16880,2.9805898666381836,Offensive request from the user
insider-trading,deceptive,23,55790,2.974313497543335,feature_55790
insider-trading,deceptive,24,40965,2.968703508377075,Knowledge cutoff date of December 2023 in system message
insider-trading,deceptive,25,47491,2.9573864936828613,Hyphens in scientific and technical compound terms
insider-trading,deceptive,26,54935,2.952624797821045,End of message token in chat format
insider-trading,deceptive,27,17856,2.9396095275878906,The user wants to see code execution outputs in examples
insider-trading,deceptive,28,41642,2.909543752670288,Instructions about how to format or structure answers
insider-trading,deceptive,29,18798,2.9072105884552,System message timestamp format in knowledge cutoff date headers
insider-trading,deceptive,30,46160,2.901740312576294,Knowledge cutoff date token in system message (December 2023)
insider-trading,deceptive,31,34065,2.8955864906311035,Knowledge cutoff date marker in system prompts
insider-trading,deceptive,32,37158,2.885106086730957,Knowledge cutoff date marker in system messages
insider-trading,deceptive,33,21237,2.878866195678711,Knowledge cutoff date marker in system prompt
insider-trading,deceptive,34,49219,2.873112916946411,Instructions to avoid repeating sentences in responses
insider-trading,deceptive,35,22580,2.840974807739258,Knowledge cutoff date marker in system header
insider-trading,deceptive,36,46488,2.819347858428955,The model should evaluate factual consistency between texts
insider-trading,deceptive,37,40946,2.8182709217071533,Knowledge cutoff date marker in system prompts
insider-trading,deceptive,38,57366,2.811230182647705,Today's date in system message metadata
insider-trading,deceptive,39,11658,2.8070218563079834,The user's turn to speak in a conversation
insider-trading,deceptive,40,43045,2.805593490600586,System message datetime field for establishing conversation temporal context
insider-trading,deceptive,41,28001,2.801508665084839,July in system date format
insider-trading,deceptive,42,14561,2.7948920726776123,The assistant should complete or generate an answer
insider-trading,deceptive,43,53277,2.7917661666870117,Knowledge cutoff date token in system message header
insider-trading,deceptive,44,32063,2.789461612701416,feature_32063
insider-trading,deceptive,45,2639,2.787818193435669,Content moderation flag tokens in potentially inappropriate requests
insider-trading,deceptive,46,64152,2.769005537033081,Document fact-checking and consistency verification tasks
insider-trading,deceptive,47,14020,2.7641398906707764,The model is being instructed what to say or generate
insider-trading,deceptive,48,59477,2.762937545776367,Knowledge cutoff date marker in system prompts
insider-trading,deceptive,49,38131,2.7558164596557617,End of message token in chat format
insider-trading,deceptive,50,28995,2.754121780395508,Reference date for model responses
instructed-deception,honest,1,51183,4.410075664520264,The start of a user's turn to speak in a conversation
instructed-deception,honest,2,47157,4.056118488311768,Chemical nomenclature formatting tokens
instructed-deception,honest,3,49365,3.74536395072937,Instructions to avoid repeating the same content in responses
instructed-deception,honest,4,11658,3.6786532402038574,The user's turn to speak in a conversation
instructed-deception,honest,5,870,3.641037940979004,System metadata tokens indicating model knowledge boundaries and conversation structure
instructed-deception,honest,6,32422,3.6087167263031006,System prompt date separators that establish temporal context
instructed-deception,honest,7,59268,3.593214273452759,User requests requiring content moderation or careful handling
instructed-deception,honest,8,57369,3.5489871501922607,Technical or industrial process descriptions
instructed-deception,honest,9,41532,3.508618116378784,Chemical nomenclature parsing and hyphenation points
instructed-deception,honest,10,55790,3.5056581497192383,feature_55790
instructed-deception,honest,11,26912,3.4508211612701416,Offensive request from the user
instructed-deception,honest,12,54933,3.3617093563079834,Instructions to avoid repetitive content in responses
instructed-deception,honest,13,22531,3.336663246154785,Colon separator in system metadata date fields
instructed-deception,honest,14,49611,3.2320098876953125,The user's turn to speak in a conversation
instructed-deception,honest,15,47491,3.2050867080688477,Hyphens in scientific and technical compound terms
instructed-deception,honest,16,63138,3.1634740829467773,System message containing year 2024
instructed-deception,honest,17,28870,3.088385820388794,The user is about to make a potentially problematic or dangerous request
instructed-deception,honest,18,14561,3.000077962875366,The assistant should complete or generate an answer
instructed-deception,honest,19,47597,2.9999029636383057,Knowledge cutoff year boundary in system context (2023)
instructed-deception,honest,20,49219,2.9843013286590576,Instructions to avoid repeating sentences in responses
instructed-deception,honest,21,34806,2.9641225337982178,Offensive request from the user
instructed-deception,honest,22,57366,2.903996467590332,Today's date in system message metadata
instructed-deception,honest,23,46488,2.8996422290802,The model should evaluate factual consistency between texts
instructed-deception,honest,24,21237,2.8870787620544434,Knowledge cutoff date marker in system prompt
instructed-deception,honest,25,49146,2.8841769695281982,The assistant needs to select the most suitable option from multiple choices
instructed-deception,honest,26,26784,2.8795835971832275,July in system date headers
instructed-deception,honest,27,16880,2.8764922618865967,Offensive request from the user
instructed-deception,honest,28,59435,2.858215570449829,Day 26 in system header date field
instructed-deception,honest,29,2639,2.832512855529785,Content moderation flag tokens in potentially inappropriate requests
instructed-deception,honest,30,25864,2.8202157020568848,System configuration headers that set conversation context
instructed-deception,honest,31,40612,2.819997787475586,The assistant should not do something (negative instructions)
instructed-deception,honest,32,48339,2.813830852508545,The number 26 appearing in system message date headers
instructed-deception,honest,33,414,2.7981343269348145,Instructions to avoid repeating content in responses
instructed-deception,honest,34,65496,2.779919385910034,Knowledge cutoff date marker in system headers
instructed-deception,honest,35,30136,2.7787411212921143,Instructions for how the model should complete or continue text
instructed-deception,honest,36,29336,2.7720844745635986,Factual consistency checking between documents
instructed-deception,honest,37,22026,2.7696533203125,Knowledge cutoff date marker in system context
instructed-deception,honest,38,22580,2.741304397583008,Knowledge cutoff date marker in system header
instructed-deception,honest,39,4432,2.738804817199707,System message temporal context tracking
instructed-deception,honest,40,17856,2.7372446060180664,The user wants to see code execution outputs in examples
instructed-deception,honest,41,3325,2.7212870121002197,Knowledge cutoff date in system messages
instructed-deception,honest,42,22593,2.720980405807495,Knowledge cutoff date specification showing December 2023
instructed-deception,honest,43,61112,2.7198948860168457,Chemical manufacturing and distribution companies
instructed-deception,honest,44,46160,2.707697629928589,Knowledge cutoff date token in system message (December 2023)
instructed-deception,honest,45,23354,2.7061450481414795,Instructions for the assistant to be concise and minimal
instructed-deception,honest,46,46247,2.705855369567871,The user's turn to make a request or ask a question
instructed-deception,honest,47,58700,2.7009871006011963,System metadata field separator in headers
instructed-deception,honest,48,34480,2.676978349685669,The year 2024 in system message timestamps
instructed-deception,honest,49,1239,2.6767733097076416,The user's turn to speak in a multi-turn conversation
instructed-deception,honest,50,103,2.6767466068267822,The model should make a moral judgment between predefined options
instructed-deception,deceptive,1,51183,4.325291156768799,The start of a user's turn to speak in a conversation
instructed-deception,deceptive,2,47157,4.29521369934082,Chemical nomenclature formatting tokens
instructed-deception,deceptive,3,870,4.22515869140625,System metadata tokens indicating model knowledge boundaries and conversation structure
instructed-deception,deceptive,4,49365,3.778186082839966,Instructions to avoid repeating the same content in responses
instructed-deception,deceptive,5,34806,3.6914453506469727,Offensive request from the user
instructed-deception,deceptive,6,32422,3.5908946990966797,System prompt date separators that establish temporal context
instructed-deception,deceptive,7,22531,3.5865418910980225,Colon separator in system metadata date fields
instructed-deception,deceptive,8,11658,3.5734128952026367,The user's turn to speak in a conversation
instructed-deception,deceptive,9,26912,3.5701351165771484,Offensive request from the user
instructed-deception,deceptive,10,59268,3.5501670837402344,User requests requiring content moderation or careful handling
instructed-deception,deceptive,11,57369,3.5498106479644775,Technical or industrial process descriptions
instructed-deception,deceptive,12,54933,3.5161800384521484,Instructions to avoid repetitive content in responses
instructed-deception,deceptive,13,41532,3.4972097873687744,Chemical nomenclature parsing and hyphenation points
instructed-deception,deceptive,14,55790,3.4475669860839844,feature_55790
instructed-deception,deceptive,15,47491,3.3778481483459473,Hyphens in scientific and technical compound terms
instructed-deception,deceptive,16,28870,3.347269296646118,The user is about to make a potentially problematic or dangerous request
instructed-deception,deceptive,17,57366,3.2778942584991455,Today's date in system message metadata
instructed-deception,deceptive,18,16880,3.2682228088378906,Offensive request from the user
instructed-deception,deceptive,19,49219,3.2517731189727783,Instructions to avoid repeating sentences in responses
instructed-deception,deceptive,20,49611,3.2416446208953857,The user's turn to speak in a conversation
instructed-deception,deceptive,21,47597,3.2298028469085693,Knowledge cutoff year boundary in system context (2023)
instructed-deception,deceptive,22,63138,3.1816866397857666,System message containing year 2024
instructed-deception,deceptive,23,49146,3.1737875938415527,The assistant needs to select the most suitable option from multiple choices
instructed-deception,deceptive,24,414,3.1170740127563477,Instructions to avoid repeating content in responses
instructed-deception,deceptive,25,22580,3.111117124557495,Knowledge cutoff date marker in system header
instructed-deception,deceptive,26,22026,3.0946927070617676,Knowledge cutoff date marker in system context
instructed-deception,deceptive,27,14561,3.0830376148223877,The assistant should complete or generate an answer
instructed-deception,deceptive,28,65496,3.0605616569519043,Knowledge cutoff date marker in system headers
instructed-deception,deceptive,29,38408,3.0288658142089844,The model should evaluate factual consistency of summaries against source documents
instructed-deception,deceptive,30,61112,3.0196785926818848,Chemical manufacturing and distribution companies
instructed-deception,deceptive,31,46488,3.019138813018799,The model should evaluate factual consistency between texts
instructed-deception,deceptive,32,55739,3.0031096935272217,The model is receiving explicit formatting or behavioral instructions
instructed-deception,deceptive,33,25864,2.9993984699249268,System configuration headers that set conversation context
instructed-deception,deceptive,34,59435,2.9723780155181885,Day 26 in system header date field
instructed-deception,deceptive,35,1239,2.9491126537323,The user's turn to speak in a multi-turn conversation
instructed-deception,deceptive,36,30136,2.940256357192993,Instructions for how the model should complete or continue text
instructed-deception,deceptive,37,48339,2.938384771347046,The number 26 appearing in system message date headers
instructed-deception,deceptive,38,40612,2.9367597103118896,The assistant should not do something (negative instructions)
instructed-deception,deceptive,39,31701,2.9243531227111816,The assistant should act as a text completion model
instructed-deception,deceptive,40,29336,2.9188449382781982,Factual consistency checking between documents
instructed-deception,deceptive,41,16377,2.908642292022705,"End of message token, often in contexts requiring content moderation"
instructed-deception,deceptive,42,21237,2.8765220642089844,Knowledge cutoff date marker in system prompt
instructed-deception,deceptive,43,26784,2.8590822219848633,July in system date headers
instructed-deception,deceptive,44,23354,2.8587989807128906,Instructions for the assistant to be concise and minimal
instructed-deception,deceptive,45,33948,2.85811185836792,The user has a question
instructed-deception,deceptive,46,2639,2.849257230758667,Content moderation flag tokens in potentially inappropriate requests
instructed-deception,deceptive,47,64806,2.835078001022339,User's turn to speak in the conversation
instructed-deception,deceptive,48,47131,2.8298587799072266,Discussions of factual consistency and accuracy verification
instructed-deception,deceptive,49,56637,2.8193130493164062,Hyphens in chemical nomenclature and technical terms
instructed-deception,deceptive,50,15366,2.8138580322265625,"System message temporal boundary markers (2023 knowledge cutoff, 2024 current date)"
convincing-game,honest,1,64806,6.794969081878662,User's turn to speak in the conversation
convincing-game,honest,2,11658,4.550252914428711,The user's turn to speak in a conversation
convincing-game,honest,3,28870,4.258950233459473,The user is about to make a potentially problematic or dangerous request
convincing-game,honest,4,26912,4.1530351638793945,Offensive request from the user
convincing-game,honest,5,49365,4.107533931732178,Instructions to avoid repeating the same content in responses
convincing-game,honest,6,51183,4.036773681640625,The start of a user's turn to speak in a conversation
convincing-game,honest,7,32422,4.025763511657715,System prompt date separators that establish temporal context
convincing-game,honest,8,49611,3.914565324783325,The user's turn to speak in a conversation
convincing-game,honest,9,55790,3.902608633041382,feature_55790
convincing-game,honest,10,47157,3.8965818881988525,Chemical nomenclature formatting tokens
convincing-game,honest,11,870,3.858537197113037,System metadata tokens indicating model knowledge boundaries and conversation structure
convincing-game,honest,12,63138,3.8511695861816406,System message containing year 2024
convincing-game,honest,13,54933,3.8387205600738525,Instructions to avoid repetitive content in responses
convincing-game,honest,14,44279,3.709611415863037,Knowledge cutoff date year 2023 in system messages
convincing-game,honest,15,25864,3.7082765102386475,System configuration headers that set conversation context
convincing-game,honest,16,59268,3.705617904663086,User requests requiring content moderation or careful handling
convincing-game,honest,17,57369,3.6877810955047607,Technical or industrial process descriptions
convincing-game,honest,18,22026,3.6633355617523193,Knowledge cutoff date marker in system context
convincing-game,honest,19,36889,3.662736177444458,System message header containing model knowledge cutoff and current date metadata
convincing-game,honest,20,414,3.6397485733032227,Instructions to avoid repeating content in responses
convincing-game,honest,21,53277,3.5507149696350098,Knowledge cutoff date token in system message header
convincing-game,honest,22,47491,3.5104475021362305,Hyphens in scientific and technical compound terms
convincing-game,honest,23,54935,3.4871721267700195,End of message token in chat format
convincing-game,honest,24,53383,3.487027168273926,The assistant is structuring a multi-part response
convincing-game,honest,25,34480,3.485488176345825,The year 2024 in system message timestamps
convincing-game,honest,26,21237,3.484964609146118,Knowledge cutoff date marker in system prompt
convincing-game,honest,27,22593,3.436582565307617,Knowledge cutoff date specification showing December 2023
convincing-game,honest,28,16880,3.424203395843506,Offensive request from the user
convincing-game,honest,29,32205,3.4228453636169434,Knowledge cutoff date marker in system prompt
convincing-game,honest,30,17148,3.4224226474761963,Month abbreviation 'Jul' in system message date stamps
convincing-game,honest,31,34806,3.421004295349121,Offensive request from the user
convincing-game,honest,32,22531,3.41007661819458,Colon separator in system metadata date fields
convincing-game,honest,33,2384,3.3730661869049072,Transition point after knowledge cutoff date metadata
convincing-game,honest,34,22580,3.36527156829834,Knowledge cutoff date marker in system header
convincing-game,honest,35,58700,3.347628355026245,System metadata field separator in headers
convincing-game,honest,36,4432,3.344423532485962,System message temporal context tracking
convincing-game,honest,37,47597,3.339176654815674,Knowledge cutoff year boundary in system context (2023)
convincing-game,honest,38,46160,3.3105132579803467,Knowledge cutoff date token in system message (December 2023)
convincing-game,honest,39,2639,3.3093700408935547,Content moderation flag tokens in potentially inappropriate requests
convincing-game,honest,40,31601,3.300508975982666,Questions about hydrometry rates for plant seeds
convincing-game,honest,41,11977,3.288550615310669,End of message token in chat format
convincing-game,honest,42,41532,3.275808811187744,Chemical nomenclature parsing and hyphenation points
convincing-game,honest,43,27230,3.269498825073242,Chinese explanatory grammar patterns and connecting words
convincing-game,honest,44,8324,3.246968984603882,Month of July in date formats
convincing-game,honest,45,18343,3.2175755500793457,End of assistant's carefully qualified factual response
convincing-game,honest,46,3325,3.213393449783325,Knowledge cutoff date in system messages
convincing-game,honest,47,39419,3.198997974395752,End of message token for tracking language switches and context boundaries
convincing-game,honest,48,5760,3.1704304218292236,Instructions to avoid repeating the same thing in generated content
convincing-game,honest,49,49219,3.165665864944458,Instructions to avoid repeating sentences in responses
convincing-game,honest,50,26784,3.149369239807129,July in system date headers
convincing-game,deceptive,1,34806,4.500327110290527,Offensive request from the user
convincing-game,deceptive,2,51183,4.496103286743164,The start of a user's turn to speak in a conversation
convincing-game,deceptive,3,28870,4.357447147369385,The user is about to make a potentially problematic or dangerous request
convincing-game,deceptive,4,32422,4.350982666015625,System prompt date separators that establish temporal context
convincing-game,deceptive,5,64806,4.322350978851318,User's turn to speak in the conversation
convincing-game,deceptive,6,55790,4.04595422744751,feature_55790
convincing-game,deceptive,7,63138,3.930511713027954,System message containing year 2024
convincing-game,deceptive,8,47157,3.91324520111084,Chemical nomenclature formatting tokens
convincing-game,deceptive,9,870,3.8914012908935547,System metadata tokens indicating model knowledge boundaries and conversation structure
convincing-game,deceptive,10,47491,3.778092861175537,Hyphens in scientific and technical compound terms
convincing-game,deceptive,11,49365,3.7750489711761475,Instructions to avoid repeating the same content in responses
convincing-game,deceptive,12,22531,3.752634286880493,Colon separator in system metadata date fields
convincing-game,deceptive,13,59268,3.7181010246276855,User requests requiring content moderation or careful handling
convincing-game,deceptive,14,25864,3.6868207454681396,System configuration headers that set conversation context
convincing-game,deceptive,15,26912,3.6699724197387695,Offensive request from the user
convincing-game,deceptive,16,414,3.598381280899048,Instructions to avoid repeating content in responses
convincing-game,deceptive,17,54933,3.551236391067505,Instructions to avoid repetitive content in responses
convincing-game,deceptive,18,49611,3.4874956607818604,The user's turn to speak in a conversation
convincing-game,deceptive,19,41532,3.4819939136505127,Chemical nomenclature parsing and hyphenation points
convincing-game,deceptive,20,17148,3.4508213996887207,Month abbreviation 'Jul' in system message date stamps
convincing-game,deceptive,21,22026,3.3793087005615234,Knowledge cutoff date marker in system context
convincing-game,deceptive,22,44279,3.367633819580078,Knowledge cutoff date year 2023 in system messages
convincing-game,deceptive,23,22593,3.3536815643310547,Knowledge cutoff date specification showing December 2023
convincing-game,deceptive,24,34480,3.3233776092529297,The year 2024 in system message timestamps
convincing-game,deceptive,25,57369,3.3113608360290527,Technical or industrial process descriptions
convincing-game,deceptive,26,36889,3.30942702293396,System message header containing model knowledge cutoff and current date metadata
convincing-game,deceptive,27,53360,3.306735038757324,Hyphens in scientific and technical nomenclature
convincing-game,deceptive,28,53277,3.302647113800049,Knowledge cutoff date token in system message header
convincing-game,deceptive,29,11658,3.3004913330078125,The user's turn to speak in a conversation
convincing-game,deceptive,30,21237,3.280626058578491,Knowledge cutoff date marker in system prompt
convincing-game,deceptive,31,58700,3.277379274368286,System metadata field separator in headers
convincing-game,deceptive,32,28001,3.271930694580078,July in system date format
convincing-game,deceptive,33,54935,3.2547338008880615,End of message token in chat format
convincing-game,deceptive,34,57366,3.1888301372528076,Today's date in system message metadata
convincing-game,deceptive,35,31601,3.186840772628784,Questions about hydrometry rates for plant seeds
convincing-game,deceptive,36,2639,3.1856446266174316,Content moderation flag tokens in potentially inappropriate requests
convincing-game,deceptive,37,8324,3.1762094497680664,Month of July in date formats
convincing-game,deceptive,38,47597,3.1735496520996094,Knowledge cutoff year boundary in system context (2023)
convincing-game,deceptive,39,32205,3.162368059158325,Knowledge cutoff date marker in system prompt
convincing-game,deceptive,40,2384,3.153904676437378,Transition point after knowledge cutoff date metadata
convincing-game,deceptive,41,1239,3.141509771347046,The user's turn to speak in a multi-turn conversation
convincing-game,deceptive,42,49354,3.141218900680542,repeated placeholder or error characters
convincing-game,deceptive,43,63062,3.1177549362182617,Marks the beginning of user input in conversation formats
convincing-game,deceptive,44,39419,3.116778612136841,End of message token for tracking language switches and context boundaries
convincing-game,deceptive,45,28583,3.09958553314209,Space after December in knowledge cutoff date headers
convincing-game,deceptive,46,16880,3.0905919075012207,Offensive request from the user
convincing-game,deceptive,47,11186,3.085831880569458,Request for soil type information in plant growing conditions
convincing-game,deceptive,48,11977,3.0752413272857666,End of message token in chat format
convincing-game,deceptive,49,26784,3.0730226039886475,July in system date headers
convincing-game,deceptive,50,53383,3.0626943111419678,The assistant is structuring a multi-part response
harm-pressure-choice,honest,1,28870,3.7588469982147217,The user is about to make a potentially problematic or dangerous request
harm-pressure-choice,honest,2,36889,3.665271759033203,System message header containing model knowledge cutoff and current date metadata
harm-pressure-choice,honest,3,51183,3.489668846130371,The start of a user's turn to speak in a conversation
harm-pressure-choice,honest,4,55209,3.4292831420898438,"The assistant should provide a direct, single-token response"
harm-pressure-choice,honest,5,44279,3.2022438049316406,Knowledge cutoff date year 2023 in system messages
harm-pressure-choice,honest,6,32422,3.157355785369873,System prompt date separators that establish temporal context
harm-pressure-choice,honest,7,49354,3.149768352508545,repeated placeholder or error characters
harm-pressure-choice,honest,8,59268,3.097160816192627,User requests requiring content moderation or careful handling
harm-pressure-choice,honest,9,11977,3.06437087059021,End of message token in chat format
harm-pressure-choice,honest,10,54935,3.0215518474578857,End of message token in chat format
harm-pressure-choice,honest,11,22026,3.020444631576538,Knowledge cutoff date marker in system context
harm-pressure-choice,honest,12,41532,3.0071310997009277,Chemical nomenclature parsing and hyphenation points
harm-pressure-choice,honest,13,49611,2.94942045211792,The user's turn to speak in a conversation
harm-pressure-choice,honest,14,15314,2.935856580734253,The assistant has completed its response to the current task
harm-pressure-choice,honest,15,53196,2.9355380535125732,System header that establishes conversation context and parameters
harm-pressure-choice,honest,16,34806,2.934009075164795,Offensive request from the user
harm-pressure-choice,honest,17,12413,2.9036781787872314,"Binary choice evaluation contexts, especially Yes/No questions"
harm-pressure-choice,honest,18,12272,2.898571252822876,End of message token in multi-turn conversations
harm-pressure-choice,honest,19,64806,2.8931448459625244,User's turn to speak in the conversation
harm-pressure-choice,honest,20,49365,2.885237216949463,Instructions to avoid repeating the same content in responses
harm-pressure-choice,honest,21,17148,2.8615450859069824,Month abbreviation 'Jul' in system message date stamps
harm-pressure-choice,honest,22,53383,2.8549225330352783,The assistant is structuring a multi-part response
harm-pressure-choice,honest,23,37250,2.8450419902801514,Knowledge cutoff date marker in system prompt
harm-pressure-choice,honest,24,53277,2.844282627105713,Knowledge cutoff date token in system message header
harm-pressure-choice,honest,25,63138,2.8238048553466797,System message containing year 2024
harm-pressure-choice,honest,26,57369,2.7948198318481445,Technical or industrial process descriptions
harm-pressure-choice,honest,27,34480,2.7903952598571777,The year 2024 in system message timestamps
harm-pressure-choice,honest,28,57249,2.789983034133911,User requests a detailed technical explanation with examples
harm-pressure-choice,honest,29,10809,2.7560181617736816,System message date fields that establish temporal context
harm-pressure-choice,honest,30,28583,2.742462158203125,Space after December in knowledge cutoff date headers
harm-pressure-choice,honest,31,41640,2.7382373809814453,System message date field delimiter
harm-pressure-choice,honest,32,414,2.7381417751312256,Instructions to avoid repeating content in responses
harm-pressure-choice,honest,33,9721,2.7326059341430664,The assistant needs clarification or must reject/redirect the user's request
harm-pressure-choice,honest,34,39419,2.6907074451446533,End of message token for tracking language switches and context boundaries
harm-pressure-choice,honest,35,18904,2.6892507076263428,End of message marker in conversation format
harm-pressure-choice,honest,36,25227,2.6614513397216797,Message boundary markers in conversation format
harm-pressure-choice,honest,37,20242,2.656158208847046,Message boundary markers in multi-turn conversations
harm-pressure-choice,honest,38,31601,2.6504223346710205,Questions about hydrometry rates for plant seeds
harm-pressure-choice,honest,39,28001,2.6221511363983154,July in system date format
harm-pressure-choice,honest,40,32205,2.6130478382110596,Knowledge cutoff date marker in system prompt
harm-pressure-choice,honest,41,23451,2.597018003463745,Rainfall measurements in environmental conditions
harm-pressure-choice,honest,42,103,2.5927789211273193,The model should make a moral judgment between predefined options
harm-pressure-choice,honest,43,26912,2.5811924934387207,Offensive request from the user
harm-pressure-choice,honest,44,37158,2.555511474609375,Knowledge cutoff date marker in system messages
harm-pressure-choice,honest,45,58700,2.554344654083252,System metadata field separator in headers
harm-pressure-choice,honest,46,22842,2.5501248836517334,The assistant is qualifying or contrasting a previous statement to show nuanced thinking
harm-pressure-choice,honest,47,23263,2.5380361080169678,Formatting tokens in multilingual technical lists and structured content
harm-pressure-choice,honest,48,29956,2.523160696029663,Final digit '4' in system message year 2024
harm-pressure-choice,honest,49,20852,2.51830792427063,End of message token in chat format
harm-pressure-choice,honest,50,38131,2.5175459384918213,End of message token in chat format
harm-pressure-choice,deceptive,1,28870,3.855729341506958,The user is about to make a potentially problematic or dangerous request
harm-pressure-choice,deceptive,2,36889,3.6507482528686523,System message header containing model knowledge cutoff and current date metadata
